CustomerID,Gender,Age,Region,ProductCategory,Date,UnitsPurchased,UnitPrice,MarketingSpend,Revenue,HighPurchase
80,Female,20,West,Clothing,2024-06-19,10,394.03,164.12,3940.3,1
81,Male,67,East,Clothing,2024-02-07,2,310.88,78.45,621.76,0
82,Female,29,North,Electronics,2024-08-05,5,174.21,89.51,871.05,0
83,Male,18,East,Clothing,2025-07-14,1,437.57,146.0,437.57,1
84,Female,61,North,Electronics,2023-11-12,6,11.39,71.55,68.34,1
85,Male,22,South,Sports,2024-12-14,2,117.21,12.78,234.42,0
86,Male,47,North,Electronics,2025-06-17,4,285.61,14.87,1142.44,0
87,Female,47,East,Beauty,2024-02-23,6,179.01,23.07,1074.06,1
88,Male,34,East,Electronics,2024-02-09,10,307.14,173.94,3071.4,1
89,Female,65,East,Sports,2024-08-01,8,16.93,94.45,135.44,1
90,Female,64,South,Beauty,2024-07-20,8,62.65,142.58,501.2,1
91,Female,40,South,Home,2025-03-13,6,67.91,78.58,407.46,1
92,Female,32,West,Home,2024-03-16,4,98.7,51.74,394.8,0
93,Female,54,East,Electronics,2025-10-06,8,232.37,69.44,1858.96,1
94,Female,38,North,Electronics,2022-12-16,8,377.3,158.84,3018.4,1
95,Female,31,South,Sports,2022-10-15,10,453.24,125.04,4532.4,1
96,Female,19,East,Sports,2024-09-12,1,418.51,187.53,418.51,1
97,Female,28,East,Clothing,2023-09-03,4,102.46,135.94,409.84,1
98,Female,68,South,Sports,2023-07-02,4,223.37,114.04,893.48,1
99,Female,56,West,Clothing,2023-09-18,7,103.71,122.04,725.97,1
100,Male,55,South,Beauty,2023-07-19,7,135.91,188.47,951.37,1
101,Male,51,South,Electronics,2022-11-14,8,254.26,157.64,2034.08,1
102,Female,55,North,Beauty,2025-09-09,5,38.71,4.81,193.55,0
103,Female,67,North,Sports,2023-06-10,7,113.0,106.83,791.0,1
104,Female,51,West,Beauty,2024-12-23,8,468.01,137.67,3744.08,1
105,Female,35,East,Beauty,2025-01-24,9,235.73,149.74,2121.57,1
106,Female,47,South,Beauty,2025-07-25,3,225.47,42.63,676.41,0
107,Female,32,West,Sports,2022-11-14,3,12.21,173.44,36.63,1
108,Female,44,North,Beauty,2025-05-23,4,127.46,191.17,509.84,1
109,Female,68,South,Clothing,2024-05-11,5,433.81,47.34,2169.05,0
110,Male,51,East,Sports,2024-09-03,10,86.49,176.52,864.9,1
111,Female,69,North,Beauty,2024-09-16,1,210.49,19.4,210.49,0
112,Male,55,North,Sports,2025-03-27,7,12.09,11.14,84.63,1
113,Female,50,North,Home,2023-10-12,9,241.78,25.84,2176.02,1
114,Female,41,West,Clothing,2024-12-22,8,15.41,11.55,123.28,1
115,Male,32,East,Beauty,2024-05-12,5,410.71,169.0,2053.55,1
116,Female,47,South,Home,2025-02-26,4,413.3,11.81,1653.2,0
117,Male,59,West,Home,2025-09-30,7,394.93,54.33,2764.51,1
118,Female,68,West,Sports,2023-05-19,5,145.27,20.75,726.35,0
119,Female,34,West,Home,2025-10-05,7,419.43,59.08,2936.01,1
120,Male,22,North,Clothing,2023-01-18,1,273.78,18.11,273.78,0
121,Female,46,East,Clothing,2022-10-14,1,190.04,133.6,190.04,1
122,Male,21,West,Electronics,2022-11-29,10,314.54,26.67,3145.4,1
123,Female,27,South,Clothing,2023-10-21,3,11.11,170.37,33.33,1
124,Male,34,East,Home,2024-09-04,2,75.77,163.44,151.54,1
125,Male,27,South,Clothing,2022-12-26,2,372.44,2.73,744.88,0
126,Female,34,East,Sports,2022-10-18,7,125.86,179.15,881.02,1
127,Female,37,South,Electronics,2025-08-03,10,301.01,5.79,3010.1,1
128,Male,41,North,Home,2025-03-30,2,195.63,47.93,391.26,0
129,Female,22,West,Electronics,2025-03-16,4,428.13,6.48,1712.52,0
130,Female,51,South,Home,2025-06-06,2,476.45,67.17,952.9,0
131,Female,23,East,Sports,2024-11-16,6,442.36,102.77,2654.16,1
132,Male,19,West,Electronics,2023-02-03,8,138.96,159.33,1111.68,1
133,Male,30,West,Beauty,2023-12-23,10,101.11,67.6,1011.1,1
134,Male,60,East,Home,2024-12-11,4,239.85,141.1,959.4,1
135,Male,60,South,Beauty,2023-08-14,5,8.63,37.5,43.15,0
136,Male,65,North,Electronics,2024-11-02,4,17.78,150.12,71.12,1
137,Male,28,North,Beauty,2022-11-07,3,278.88,47.2,836.64,0
138,Male,68,South,Beauty,2023-09-12,5,262.62,28.71,1313.1,0
139,Male,64,West,Electronics,2024-06-04,9,497.32,37.08,4475.88,1
140,Male,40,West,Sports,2024-09-03,8,104.91,36.41,839.28,1
141,Female,33,West,Beauty,2024-07-04,8,132.76,102.57,1062.08,1
142,Male,48,West,Beauty,2024-11-14,8,61.2,168.96,489.6,1
143,Female,28,South,Sports,2022-10-18,8,459.18,15.92,3673.44,1
144,Female,33,West,Beauty,2023-01-30,7,390.02,141.39,2730.14,1
145,Female,25,East,Beauty,2025-05-20,8,412.06,130.87,3296.48,1
146,Male,21,West,Beauty,2024-10-27,8,451.87,174.5,3614.96,1
147,Male,57,North,Clothing,2023-02-12,8,264.83,48.83,2118.64,1
148,Male,21,West,Sports,2025-04-21,10,228.34,90.02,2283.4,1
149,Male,42,South,Beauty,2023-07-04,7,168.54,185.17,1179.78,1
150,Female,20,North,Sports,2024-03-18,1,296.66,132.0,296.66,1
151,Male,49,South,Home,2023-03-19,4,229.87,77.75,919.48,0
152,Male,20,South,Home,2024-11-27,4,228.52,26.28,914.08,0
153,Male,44,North,Beauty,2024-10-11,5,468.78,52.5,2343.9,0
154,Male,46,South,Sports,2023-05-31,10,492.1,116.24,4921.0,1
155,Male,49,South,Sports,2025-05-14,6,399.26,143.63,2395.56,1
156,Female,67,West,Sports,2023-12-25,4,379.6,24.88,1518.4,0
157,Male,68,East,Clothing,2023-08-28,2,341.88,119.92,683.76,1
158,Female,36,South,Home,2023-03-27,6,87.21,110.07,523.26,1
159,Male,38,South,Sports,2023-07-30,8,34.26,102.79,274.08,1
160,Female,22,South,Sports,2022-11-05,8,346.91,138.02,2775.28,1
161,Male,35,West,Clothing,2024-07-11,7,365.75,167.49,2560.25,1
162,Male,45,East,Clothing,2025-04-21,6,28.25,64.6,169.5,1
163,Female,59,North,Sports,2024-06-04,2,464.39,177.8,928.78,1
164,Female,39,West,Electronics,2023-06-09,7,50.11,32.13,350.77,1
165,Female,38,West,Sports,2022-11-17,5,146.52,34.6,732.6,0
166,Male,23,East,Sports,2023-06-04,6,337.83,53.35,2026.98,1
167,Female,18,East,Clothing,2024-01-10,10,89.09,23.91,890.9,1
168,Male,22,West,Clothing,2025-01-20,8,32.43,46.06,259.44,1
169,Male,58,North,Sports,2023-05-05,8,168.92,21.28,1351.36,1
170,Female,29,West,Sports,2024-12-08,3,384.16,164.35,1152.48,1
171,Female,43,East,Sports,2025-05-18,7,209.77,27.79,1468.39,1
172,Male,63,North,Clothing,2024-02-21,1,328.22,149.46,328.22,1
173,Male,51,East,Sports,2025-03-29,1,291.91,9.58,291.91,0
174,Female,66,North,Sports,2024-06-10,7,16.0,189.7,112.0,1
175,Female,31,South,Beauty,2024-09-08,10,494.33,142.23,4943.3,1
176,Female,43,East,Electronics,2024-05-10,9,25.51,1.36,229.59,1
177,Male,62,East,Home,2024-03-02,7,484.06,152.77,3388.42,1
178,Male,44,West,Electronics,2023-06-25,10,277.18,102.82,2771.8,1
179,Male,26,East,Beauty,2023-09-08,5,481.76,155.87,2408.8,1
180,Male,43,East,Home,2023-08-25,8,61.8,104.5,494.4,1
181,Male,64,South,Sports,2024-06-19,2,247.75,128.2,495.5,1
182,Male,39,East,Beauty,2023-02-20,9,88.9,157.27,800.1,1
183,Female,64,South,Sports,2025-07-11,6,30.23,81.02,181.38,1
184,Male,47,South,Clothing,2024-12-09,9,310.68,0.54,2796.12,1
185,Male,60,South,Beauty,2023-12-25,2,107.85,169.99,215.7,1
186,Male,65,South,Clothing,2023-04-03,3,295.91,76.18,887.73,0
187,Female,34,North,Beauty,2025-06-03,8,60.62,99.21,484.96,1
188,Male,43,West,Beauty,2025-04-01,1,169.33,1.55,169.33,0
189,Male,53,North,Clothing,2024-12-10,10,391.91,98.42,3919.1,1
190,Female,18,East,Home,2023-08-05,7,221.34,197.3,1549.38,1
191,Male,25,North,Electronics,2023-12-26,7,315.73,55.65,2210.11,1
192,Male,66,North,Sports,2023-02-01,1,325.49,79.08,325.49,0
193,Male,52,East,Beauty,2023-05-06,9,422.66,137.44,3803.94,1
194,Male,69,East,Sports,2025-02-15,8,165.84,162.96,1326.72,1
195,Male,32,East,Clothing,2024-12-02,4,345.21,83.48,1380.84,0
196,Female,64,North,Sports,2024-07-22,10,481.0,61.93,4810.0,1
197,Female,39,North,Clothing,2025-06-18,5,366.47,187.57,1832.35,1
198,Female,31,East,Sports,2024-07-11,2,247.49,135.43,494.98,1
199,Male,43,West,Electronics,2024-03-06,9,317.21,23.8,2854.89,1
200,Male,45,West,Electronics,2023-10-19,6,371.14,13.79,2226.84,1
201,Male,40,South,Electronics,2025-08-06,3,308.08,96.71,924.24,0
202,Female,31,East,Electronics,2023-01-10,7,13.25,44.02,92.75,1
203,Male,41,South,Electronics,2025-07-27,9,101.41,50.8,912.69,1
204,Male,19,West,Electronics,2025-04-04,3,406.18,175.54,1218.54,1
205,Female,62,South,Clothing,2023-03-03,2,139.96,17.91,279.92,0
206,Male,43,East,Beauty,2024-06-21,7,367.12,143.07,2569.84,1
207,Female,31,East,Sports,2025-05-17,7,189.2,54.23,1324.4,1
208,Female,68,East,Electronics,2024-06-29,4,263.33,152.07,1053.32,1
209,Female,24,North,Clothing,2025-07-01,9,38.65,144.48,347.85,1
210,Male,20,South,Clothing,2025-08-09,8,94.71,1.48,757.68,1
211,Male,64,West,Clothing,2024-01-17,1,478.81,101.83,478.81,1
212,Male,40,West,Beauty,2023-11-29,1,445.62,27.86,445.62,0
213,Male,63,West,Sports,2025-08-02,5,327.88,173.25,1639.4,1
214,Male,60,North,Beauty,2024-10-20,6,232.52,174.32,1395.12,1
215,Male,64,North,Home,2023-02-16,3,339.5,83.67,1018.5,0
216,Male,62,East,Clothing,2022-11-27,9,311.21,88.88,2800.89,1
217,Female,35,West,Home,2024-06-21,10,286.43,60.66,2864.3,1
218,Male,55,North,Electronics,2025-07-26,6,34.29,143.32,205.74,1
219,Female,52,East,Electronics,2025-04-23,4,318.24,71.73,1272.96,0
220,Male,68,West,Beauty,2024-10-21,7,385.62,53.56,2699.34,1
221,Male,32,South,Sports,2023-03-13,8,497.07,86.45,3976.56,1
222,Male,42,East,Home,2023-07-17,9,10.48,18.3,94.32,1
223,Female,54,North,Sports,2025-05-27,6,366.44,149.32,2198.64,1
224,Female,45,North,Beauty,2023-04-30,6,288.04,2.52,1728.24,1
225,Female,27,East,Electronics,2023-08-12,8,219.86,128.9,1758.88,1
226,Female,56,East,Sports,2023-03-02,5,68.15,36.57,340.75,0
227,Male,34,North,Sports,2024-10-21,3,207.5,46.48,622.5,0
228,Female,56,South,Electronics,2025-08-10,3,180.42,127.13,541.26,1
229,Male,39,West,Home,2023-08-02,6,154.9,198.59,929.4,1
230,Male,43,South,Electronics,2024-03-15,2,366.79,155.54,733.58,1
231,Female,61,East,Sports,2024-09-05,6,351.86,45.17,2111.16,1
232,Female,42,South,Home,2025-10-10,6,296.56,35.2,1779.36,1
233,Female,34,North,Home,2023-02-03,8,469.64,173.25,3757.12,1
234,Female,30,East,Electronics,2024-04-09,7,178.18,88.84,1247.26,1
235,Female,37,West,Sports,2023-12-07,8,125.68,27.41,1005.44,1
236,Female,42,North,Beauty,2025-05-17,9,329.67,172.44,2967.03,1
237,Female,21,North,Sports,2024-03-16,6,103.41,163.22,620.46,1
238,Female,27,West,Clothing,2023-02-10,3,160.93,196.78,482.79,1
239,Male,20,West,Beauty,2024-09-05,10,116.18,181.95,1161.8,1
240,Female,58,South,Home,2025-02-02,3,39.23,170.36,117.69,1
241,Female,62,East,Beauty,2022-10-15,1,414.61,10.51,414.61,0
242,Male,35,West,Home,2025-05-09,5,131.0,20.88,655.0,0
243,Female,64,West,Home,2023-05-03,4,239.15,113.8,956.6,1
244,Male,53,East,Beauty,2024-06-07,9,26.44,106.3,237.96,1
245,Male,64,West,Home,2024-01-10,9,351.17,91.59,3160.53,1
246,Female,39,West,Home,2024-12-08,5,168.63,79.36,843.15,0
247,Male,51,South,Clothing,2023-11-22,10,373.64,86.24,3736.4,1
248,Male,64,North,Sports,2025-05-21,4,209.14,113.86,836.56,1
249,Male,25,North,Sports,2024-12-19,7,101.9,0.42,713.3,1
250,Male,57,North,Clothing,2024-09-20,6,259.02,52.14,1554.12,1
251,Female,66,North,Beauty,2025-03-01,4,69.6,103.66,278.4,1
252,Male,61,West,Electronics,2025-01-14,10,223.07,144.44,2230.7,1
253,Female,36,East,Electronics,2022-11-20,2,162.07,34.83,324.14,0
254,Male,59,East,Electronics,2023-12-18,1,456.42,109.38,456.42,1
255,Male,58,South,Clothing,2025-07-27,4,35.16,142.89,140.64,1
256,Male,54,South,Clothing,2023-02-26,4,348.54,88.93,1394.16,0
257,Male,23,West,Home,2024-12-27,1,95.46,5.42,95.46,0
258,Female,69,East,Electronics,2025-09-13,6,162.93,89.85,977.58,1
259,Female,43,East,Beauty,2022-12-08,4,210.68,59.29,842.72,0
260,Male,51,North,Beauty,2024-10-28,1,454.47,185.93,454.47,1
261,Male,62,West,Electronics,2024-03-07,1,125.08,24.92,125.08,0
262,Female,23,West,Electronics,2024-07-07,1,50.2,130.5,50.2,1
263,Male,54,North,Electronics,2023-01-13,8,162.75,10.54,1302.0,1
264,Male,50,West,Clothing,2022-11-28,10,56.81,89.23,568.1,1
265,Male,39,West,Clothing,2024-10-11,8,68.66,110.8,549.28,1
266,Female,38,South,Clothing,2025-03-31,2,289.06,59.59,578.12,0
267,Female,23,East,Sports,2025-02-14,7,35.15,91.02,246.05,1
268,Female,23,West,Beauty,2024-05-29,8,20.31,32.71,162.48,1
269,Male,65,South,Beauty,2023-01-29,8,358.63,60.82,2869.04,1
270,Male,21,East,Home,2024-11-03,10,184.02,124.22,1840.2,1
271,Female,47,North,Clothing,2023-07-03,7,67.06,60.36,469.42,1
272,Female,28,South,Sports,2025-07-05,5,130.54,179.95,652.7,1
273,Female,47,South,Sports,2025-04-16,1,322.83,125.68,322.83,1
274,Female,48,East,Beauty,2024-11-26,9,141.39,87.73,1272.51,1
275,Male,41,North,Clothing,2025-08-15,7,249.79,7.75,1748.53,1
276,Female,26,South,Home,2022-11-15,2,65.24,99.91,130.48,0
277,Male,20,West,Clothing,2024-12-26,6,296.11,152.96,1776.66,1
278,Female,68,West,Electronics,2023-10-08,2,161.46,53.11,322.92,0
279,Male,48,West,Clothing,2025-06-30,1,315.35,161.35,315.35,1
280,Female,57,North,Electronics,2023-07-31,7,405.16,50.36,2836.12,1
281,Female,54,South,Electronics,2024-12-13,2,307.76,164.75,615.52,1
282,Female,53,West,Home,2025-05-30,2,151.4,17.05,302.8,0
283,Female,41,North,Beauty,2022-11-26,5,131.59,173.24,657.95,1
284,Male,48,West,Clothing,2023-12-21,5,167.07,99.84,835.35,0
285,Female,23,East,Electronics,2025-01-23,7,86.49,59.31,605.43,1
286,Male,19,South,Clothing,2024-02-22,1,94.68,53.02,94.68,0
287,Male,37,South,Beauty,2023-07-31,8,396.39,86.4,3171.12,1
288,Male,45,North,Beauty,2023-06-09,3,195.44,199.81,586.32,1
289,Male,28,North,Sports,2023-03-05,4,220.82,44.07,883.28,0
290,Female,21,South,Beauty,2025-05-07,9,299.05,20.64,2691.45,1
291,Male,32,West,Home,2024-07-03,4,296.88,117.01,1187.52,1
292,Male,23,West,Electronics,2023-01-03,10,38.35,97.71,383.5,1
293,Male,66,East,Sports,2023-12-04,5,416.61,104.84,2083.05,1
294,Female,47,West,Home,2023-11-18,7,92.78,133.39,649.46,1
295,Female,55,North,Clothing,2023-04-29,4,362.92,53.43,1451.68,0
296,Female,68,North,Electronics,2024-01-31,1,387.47,182.13,387.47,1
297,Female,19,West,Beauty,2023-10-10,9,358.88,87.13,3229.92,1
298,Male,32,North,Electronics,2023-10-21,4,291.59,25.82,1166.36,0
299,Male,28,South,Clothing,2024-12-29,9,12.23,148.46,110.07,1
300,Female,25,South,Sports,2023-06-13,6,183.39,128.62,1100.34,1
301,Male,43,West,Sports,2024-09-13,1,304.4,63.15,304.4,0
302,Male,68,South,Sports,2024-06-27,3,196.79,124.3,590.37,1
303,Male,62,South,Beauty,2024-06-25,2,432.42,43.97,864.84,0
304,Female,61,East,Home,2024-10-06,9,157.86,88.97,1420.74,1
305,Female,22,East,Home,2024-06-03,1,150.3,179.88,150.3,1
306,Male,23,South,Electronics,2025-05-31,9,136.67,26.71,1230.03,1
307,Female,43,West,Beauty,2024-10-20,9,169.73,77.34,1527.57,1
308,Female,21,East,Sports,2024-06-01,8,280.92,164.23,2247.36,1
309,Female,36,North,Sports,2025-04-07,8,354.97,193.9,2839.76,1
310,Female,37,North,Clothing,2024-08-05,1,332.97,90.79,332.97,0
311,Female,50,North,Clothing,2023-08-26,8,404.82,101.4,3238.56,1
312,Male,37,West,Sports,2023-05-26,10,443.53,114.43,4435.3,1
313,Female,66,South,Sports,2023-03-27,3,408.96,186.47,1226.88,1
314,Male,29,North,Beauty,2025-06-22,7,14.38,171.64,100.66,1
315,Male,64,West,Home,2024-11-27,1,369.28,34.12,369.28,0
316,Female,18,East,Clothing,2025-08-03,1,108.16,87.35,108.16,0
317,Male,43,South,Home,2024-08-02,10,70.8,92.8,708.0,1
318,Male,31,East,Beauty,2024-03-13,5,321.05,157.82,1605.25,1
319,Male,55,West,Sports,2022-12-16,5,163.27,120.58,816.35,1
320,Female,54,North,Home,2024-10-16,8,33.27,130.84,266.16,1
321,Female,28,North,Sports,2024-07-10,7,73.13,199.64,511.91,1
322,Male,53,West,Sports,2025-09-30,8,5.46,14.99,43.68,1
323,Female,30,North,Electronics,2023-06-30,6,452.1,44.6,2712.6,1
324,Female,60,South,Home,2024-05-15,6,17.19,81.58,103.14,1
325,Female,20,West,Home,2024-09-23,2,108.68,69.56,217.36,0
326,Female,50,East,Sports,2024-09-16,6,211.05,4.33,1266.3,1
327,Male,23,West,Beauty,2024-06-17,5,181.5,18.36,907.5,0
328,Male,67,South,Electronics,2025-02-08,3,456.3,136.19,1368.9,1
329,Female,27,South,Sports,2023-05-24,6,24.94,175.86,149.64,1
330,Female,22,West,Clothing,2024-12-14,8,258.55,102.85,2068.4,1
331,Male,40,West,Clothing,2024-08-20,9,341.84,107.84,3076.56,1
332,Male,27,North,Electronics,2025-06-19,1,466.19,51.02,466.19,0
333,Female,61,South,Beauty,2025-04-26,3,312.08,153.58,936.24,1
334,Male,19,West,Sports,2023-09-22,3,402.86,150.36,1208.58,1
335,Female,30,West,Home,2023-08-10,8,46.44,117.67,371.52,1
336,Female,57,South,Electronics,2025-09-20,1,196.04,42.53,196.04,0
337,Male,19,West,Beauty,2024-05-11,5,190.1,19.4,950.5,0
338,Male,37,North,Home,2025-06-30,3,443.71,12.85,1331.13,0
339,Female,18,South,Clothing,2023-04-09,2,79.93,118.54,159.86,1
340,Female,54,North,Clothing,2024-09-14,8,80.18,165.01,641.44,1
341,Male,26,North,Home,2025-03-16,3,167.64,171.67,502.92,1
342,Female,34,North,Electronics,2025-08-14,7,31.96,92.72,223.72,1
343,Male,26,North,Clothing,2023-10-16,1,95.32,156.85,95.32,1
344,Female,28,South,Sports,2024-12-13,6,482.78,189.38,2896.68,1
345,Male,32,North,Home,2024-05-24,3,216.95,55.03,650.85,0
346,Male,41,North,Home,2022-12-17,8,317.85,79.59,2542.8,1
347,Male,55,West,Clothing,2024-11-05,6,364.43,186.3,2186.58,1
348,Female,52,South,Electronics,2024-11-05,2,186.65,67.65,373.3,0
349,Female,47,South,Sports,2025-07-27,6,77.88,182.78,467.28,1
350,Male,48,East,Electronics,2024-04-08,7,107.26,196.21,750.82,1
351,Female,66,South,Beauty,2023-06-21,5,160.07,132.36,800.35,1
352,Male,22,South,Beauty,2022-11-29,3,319.85,163.38,959.55,1
353,Male,61,East,Clothing,2024-01-10,4,202.15,149.91,808.6,1
354,Female,67,South,Clothing,2023-09-07,4,8.37,139.91,33.48,1
355,Female,31,South,Clothing,2025-01-22,6,264.09,61.39,1584.54,1
356,Male,28,South,Beauty,2023-11-03,10,461.15,11.42,4611.5,1
357,Female,26,South,Electronics,2025-08-16,1,406.98,68.61,406.98,0
358,Female,51,East,Electronics,2025-08-30,4,413.48,133.39,1653.92,1
359,Male,29,South,Clothing,2024-08-21,10,398.55,20.51,3985.5,1
360,Male,52,South,Sports,2025-07-24,4,165.25,2.38,661.0,0
361,Female,52,East,Electronics,2025-01-22,10,383.77,27.94,3837.7,1
362,Male,18,West,Beauty,2024-06-01,1,75.86,143.15,75.86,1
363,Male,57,North,Home,2023-04-27,9,330.57,194.56,2975.13,1
364,Female,39,West,Home,2024-02-26,4,322.58,196.61,1290.32,1
365,Male,46,East,Home,2024-06-17,7,17.66,98.8,123.62,1
366,Male,25,North,Sports,2025-05-15,3,395.05,173.87,1185.15,1
367,Female,28,East,Clothing,2024-03-22,10,452.11,147.37,4521.1,1
368,Female,58,East,Beauty,2025-06-20,3,137.37,100.21,412.11,1
369,Male,54,South,Sports,2024-10-19,8,407.13,114.55,3257.04,1
370,Male,31,North,Beauty,2023-03-11,8,45.79,27.45,366.32,1
371,Female,47,South,Beauty,2025-10-05,1,301.98,187.53,301.98,1
372,Female,52,North,Clothing,2024-05-11,10,245.4,70.39,2454.0,1
373,Female,38,East,Home,2023-12-15,2,275.23,89.23,550.46,0
374,Female,54,East,Clothing,2024-10-02,8,463.47,134.33,3707.76,1
375,Male,22,West,Sports,2023-02-08,1,436.3,66.78,436.3,0
376,Female,36,North,Sports,2024-09-08,8,393.62,50.85,3148.96,1
