customer_id,tenure_months,support_tickets,plan_tier,churned
264,55,115.02,C,0
265,19,159.79,D,0
266,12,281.72,C,0
267,15,57.08,D,0
268,33,303.08,D,1
269,42,99.45,C,0
270,19,332.21,C,1
271,47,182.44,C,0
272,15,386.62,B,1
273,15,156.37,A,0
274,59,274.95,C,1
275,18,220.14,A,0
276,30,489.81,D,1
277,2,302.78,B,0
278,52,490.81,B,1
279,10,141.38,B,0
280,25,460.61,A,1
281,8,337.16,A,1
282,20,478.63,B,1
283,14,423.72,D,1
284,40,83.25,C,0
285,37,13.29,D,0
286,7,88.01,B,0
287,16,179.45,A,0
288,31,141.46,D,0
289,31,143.85,D,0
290,21,54.24,C,0
291,29,50.07,C,0
292,4,20.85,C,0
293,5,344.16,B,1
294,39,364.96,A,1
295,41,106.85,C,0
296,19,103.49,C,0
297,30,52.03,A,0
298,38,276.28,B,1
299,53,336.23,A,1
300,36,70.67,A,0
301,34,83.19,A,0
302,13,248.16,D,0
303,14,482.89,A,1
304,22,461.94,A,1
305,45,372.45,D,1
306,58,438.34,B,1
307,26,453.58,A,1
308,57,211.4,B,0
309,11,155.13,A,0
310,58,489.2,B,1
311,10,128.94,B,0
312,14,230.39,C,0
313,47,437.06,A,1
314,39,298.2,C,1
315,1,69.44,C,0
316,22,439.91,C,1
317,45,457.29,A,1
318,46,224.14,B,0
319,41,347.54,C,1
320,36,161.92,C,0
321,40,244.21,C,0
322,7,310.04,D,1
323,42,429.62,D,1
324,51,494.88,B,1
325,41,349.32,C,1
326,47,104.74,C,0
327,44,477.76,D,1
328,46,384.34,D,1
329,19,224.1,D,0
330,10,413.61,B,1
331,32,476.78,B,1
332,49,451.61,B,1
333,5,392.52,B,1
334,36,94.55,C,0
335,54,242.94,B,0
336,6,164.93,D,0
337,20,145.56,D,0
338,30,246.37,C,0
339,28,119.21,B,0
340,13,271.64,D,0
341,53,36.48,A,0
342,12,97.33,C,0
343,18,307.24,B,1
344,2,32.63,C,0
345,2,376.05,B,1
346,3,351.74,D,1
347,30,374.29,D,1
348,29,375.62,D,1
349,53,299.96,D,1
350,14,334.96,C,1
351,59,79.43,D,0
352,17,327.63,B,1
353,44,330.2,C,1
354,7,94.18,A,0
355,46,383.42,D,1
356,7,267.07,A,0
357,14,191.02,D,0
358,3,240.66,A,0
359,45,261.03,B,0
360,6,371.72,A,1
361,12,164.68,D,0
362,38,161.37,C,0
363,35,470.42,B,1
364,58,381.23,C,1
365,20,365.12,D,1
366,6,148.1,B,0
367,45,342.74,C,1
368,40,49.6,A,0
369,57,79.11,A,0
370,31,345.61,B,1
371,22,210.31,D,0
372,18,173.86,D,0
373,56,295.54,B,1
374,10,90.75,C,0
375,15,441.95,D,1
376,5,380.93,C,1
377,45,47.74,B,0
378,15,216.18,A,0
379,27,124.68,C,0
380,17,23.94,C,0
381,10,237.36,D,0
382,23,432.43,B,1
383,10,147.13,D,0
384,4,208.72,C,0
385,6,234.31,C,0
386,51,44.56,D,0
387,53,377.93,C,1
388,18,485.76,D,1
389,52,195.28,A,0
390,16,434.32,D,1
391,47,36.96,D,0
392,13,117.14,A,0
393,4,284.52,D,0
394,9,112.74,C,0
395,37,394.6,C,1
396,34,371.95,B,1
397,25,103.41,B,0
398,32,336.15,B,1
399,1,49.61,C,0
400,5,430.37,C,1
401,42,125.85,D,0
402,2,484.29,C,1
403,37,460.36,C,1
404,57,47.42,D,0
405,55,279.42,B,1
406,48,440.91,C,1
407,6,63.0,D,0
408,21,477.06,A,1
409,19,181.51,C,0
410,55,269.74,D,1
411,40,47.63,D,0
412,51,80.69,A,0
413,10,354.04,B,1
414,51,79.33,C,0
415,2,355.71,C,1
416,29,452.82,C,1
417,29,278.31,C,0
418,39,173.1,B,0
419,24,425.2,C,1
420,56,452.68,A,1
421,54,351.97,C,1
422,12,322.76,C,1
423,28,222.24,C,0
424,47,267.88,D,1
425,7,16.15,A,0
426,38,36.46,A,0
427,13,471.91,B,1
428,59,322.38,A,1
429,12,477.17,B,1
430,42,436.03,A,1
431,47,498.24,C,1
432,13,341.92,C,1
433,10,139.38,A,0
434,36,73.66,D,0
435,46,432.46,D,1
436,5,107.23,D,0
437,18,250.51,D,0
438,45,288.76,D,1
439,59,329.98,A,1
440,16,140.58,A,0
441,56,456.23,B,1
442,14,340.49,B,1
443,56,60.29,D,0
444,19,39.08,C,0
445,59,160.7,C,0
446,37,204.93,C,0
447,14,77.14,C,0
448,34,400.16,B,1
449,54,369.55,A,1
450,1,431.34,A,1
451,48,485.49,C,1
452,46,223.93,C,0
453,29,109.22,D,0
454,31,341.28,A,1
455,6,71.41,B,0
456,31,187.28,B,0
457,35,329.96,B,1
458,28,405.09,D,1
459,58,271.66,D,1
460,51,201.93,D,0
461,2,168.62,A,0
462,53,232.11,D,0
463,7,109.33,B,0
464,49,447.32,D,1
465,36,181.68,B,0
466,55,133.29,C,0
467,58,234.61,B,0
468,47,380.56,B,1
469,40,137.84,C,0
470,26,220.17,D,0
471,30,174.67,B,0
472,4,357.22,D,1
473,59,326.0,D,1
474,24,237.55,C,0
475,32,432.8,B,1
476,19,403.72,C,1
477,28,125.24,A,0
478,33,397.33,B,1
479,18,426.56,B,1
480,51,190.24,B,0
481,49,141.58,B,0
482,5,327.32,B,1
483,37,432.85,B,1
484,43,134.0,C,0
485,13,171.91,C,0
486,10,459.24,C,1
487,46,124.08,B,0
488,51,148.55,A,0
489,42,20.56,B,0
490,42,258.89,D,0
491,52,274.82,D,1
492,34,411.35,D,1
493,13,149.42,A,0
494,46,458.08,C,1
495,5,101.53,A,0
496,48,491.65,D,1
497,22,282.72,C,0
498,28,183.16,C,0
499,17,438.19,A,1
500,21,198.29,A,0
501,57,279.62,C,1
502,44,255.08,C,0
503,20,159.82,A,0
504,21,374.89,A,1
505,40,100.54,C,0
506,5,110.1,B,0
507,5,480.48,A,1
508,38,173.67,D,0
509,27,27.82,D,0
510,16,51.46,A,0
511,46,133.93,C,0
512,33,210.86,D,0
513,46,476.57,A,1
514,19,224.35,B,0
515,33,359.41,D,1
516,16,484.38,B,1
517,24,156.96,C,0
518,29,492.51,C,1
519,52,236.98,C,0
520,21,64.23,B,0
521,15,183.46,D,0
522,11,256.69,C,0
523,23,322.5,A,1
524,55,284.61,B,1
525,53,488.13,B,1
526,6,232.59,C,0
527,1,80.0,B,0
528,29,336.67,C,1
529,31,78.05,C,0
530,40,132.3,D,0
531,9,113.75,B,0
532,47,394.36,B,1
533,56,375.33,D,1
534,52,404.65,B,1
535,59,340.2,B,1
536,54,305.16,D,1
537,39,318.64,B,1
538,54,494.44,A,1
539,7,98.3,D,0
540,38,221.68,C,0
541,52,498.86,A,1
542,47,359.99,B,1
543,51,239.12,A,0
544,11,112.35,A,0
545,58,76.11,A,0
546,43,223.58,A,0
547,5,452.76,D,1
548,32,456.53,D,1
549,11,487.96,D,1
550,18,254.79,D,0
551,39,360.14,B,1
552,24,359.67,A,1
553,53,496.15,D,1
554,47,328.43,A,1
555,9,180.44,A,0
556,2,424.92,C,1
557,3,448.37,D,1
558,34,329.21,C,1
559,43,467.27,A,1
560,40,72.05,D,0
561,39,481.54,A,1
562,50,178.22,B,0
563,45,139.85,A,0
564,59,302.65,D,1
565,17,316.72,C,1
566,3,370.57,C,1
567,36,346.8,C,1
568,25,246.73,D,0
569,18,119.16,C,0
570,55,153.06,D,0
571,36,378.98,C,1
572,32,470.67,A,1
573,43,449.72,C,1
574,9,95.05,B,0
575,20,382.95,A,1
576,56,285.83,D,1
577,27,491.05,C,1
578,22,261.41,B,0
579,31,294.54,D,1
580,9,341.41,C,1
581,30,388.88,A,1
582,25,60.19,C,0
583,32,40.11,A,0
584,40,320.45,A,1
585,31,212.15,D,0
586,26,473.28,A,1
587,58,310.69,D,1
588,27,67.67,A,0
589,29,151.77,A,0
590,28,100.54,A,0
591,15,46.95,C,0
592,22,484.84,D,1
593,45,288.72,A,1
594,23,328.66,A,1
595,49,497.89,A,1
596,43,108.14,B,0
597,11,73.51,A,0
598,12,192.66,C,0
599,46,191.66,B,0
600,44,170.53,B,0
601,56,97.66,B,0
602,10,385.98,D,1
603,49,265.45,D,1
604,46,325.37,D,1
605,28,131.14,A,0
606,14,47.59,A,0
607,4,299.18,A,0
608,27,43.18,D,0
609,49,271.87,B,1
610,26,11.63,C,0
611,13,250.01,C,0
612,20,228.25,D,0
613,22,163.2,B,0
614,35,379.9,B,1
615,56,352.0,C,1
616,52,480.19,A,1
617,54,120.41,D,0
618,36,329.19,D,1
619,16,159.32,A,0
620,13,460.24,B,1
621,13,309.81,B,1
622,14,312.09,B,1
623,52,51.97,B,0
624,47,424.12,B,1
625,22,74.69,C,0
626,31,374.9,A,1
627,12,84.83,C,0
628,1,270.72,D,0
629,18,59.91,A,0
630,46,115.97,B,0
631,50,200.81,C,0
632,50,287.21,C,1
633,19,10.26,A,0
634,32,90.39,D,0
635,58,217.02,A,0
636,2,404.54,A,1
637,25,424.88,D,1
638,38,389.43,A,1
639,46,19.47,B,0
640,38,368.38,C,1
641,10,201.0,C,0
642,42,357.23,A,1
643,12,318.11,D,1
644,34,340.13,B,1
645,2,451.78,A,1
646,10,420.11,C,1
647,3,10.03,C,0
648,59,342.18,A,1
649,53,122.75,C,0
650,4,290.23,D,0
651,11,434.01,A,1
652,23,103.98,C,0
653,53,95.83,A,0
654,35,394.23,A,1
655,5,148.16,C,0
656,41,309.29,B,1
657,23,187.38,A,0
658,20,232.86,D,0
659,33,301.14,D,1
660,20,146.89,C,0
661,1,278.96,D,0
662,24,31.58,A,0
663,53,388.27,B,1
664,19,474.96,D,1
665,35,195.49,D,0
666,12,379.5,D,1
667,11,155.4,A,0
668,38,371.51,D,1
669,38,60.0,B,0
670,57,257.17,B,1
671,28,373.1,C,1
672,25,126.25,D,0
673,17,371.46,A,1
674,36,492.18,B,1
675,11,253.47,A,0
676,25,301.37,D,1
677,50,350.45,D,1
678,31,346.97,A,1
679,54,416.34,A,1
680,12,244.75,A,0
681,37,264.71,D,0
682,47,24.18,B,0
683,22,304.09,C,1
684,32,163.0,A,0
685,46,185.86,B,0
686,8,203.91,B,0
687,26,337.11,A,1
688,17,181.46,B,0
689,4,280.02,A,0
690,1,39.15,A,0
691,29,345.2,A,1
692,20,380.84,A,1
693,52,41.67,B,0
694,55,386.63,A,1
695,31,206.54,D,0
696,43,33.57,C,0
697,55,285.81,A,1
698,52,482.6,C,1
699,35,277.31,B,1
700,10,405.28,C,1
701,11,293.15,C,0
702,26,236.32,B,0
703,4,355.04,C,1
704,25,176.79,D,0
705,4,306.78,A,1
706,19,443.41,C,1
707,34,182.16,A,0
708,53,296.5,D,1
709,32,151.71,B,0
710,26,156.42,B,0
711,15,94.46,A,0
712,27,131.63,B,0
713,40,364.42,B,1
714,40,450.1,B,1
715,36,262.26,B,0
716,44,210.76,C,0
717,11,109.77,C,0
718,41,28.06,B,0
719,28,359.68,D,1
720,7,167.27,B,0
721,22,245.73,A,0
722,26,187.71,D,0
723,15,363.59,A,1
724,5,384.04,B,1
725,13,176.99,C,0
726,34,463.86,D,1
727,20,176.32,C,0
728,53,257.55,D,1
729,24,254.1,D,0
730,12,418.44,A,1
731,57,129.22,B,0
732,19,177.99,B,0
733,36,347.2,A,1
734,7,108.51,D,0
735,56,462.07,D,1
736,8,202.83,A,0
737,28,183.3,A,0
738,21,114.84,A,0
739,25,290.86,D,1
740,5,252.2,A,0
741,17,227.86,A,0
742,56,243.28,A,0
743,39,329.44,A,1
744,7,314.2,A,1
745,13,392.13,B,1
746,9,255.5,D,0
747,3,333.12,A,1
748,43,59.76,B,0
749,39,31.54,C,0
750,56,237.2,C,0
751,57,52.61,C,0
752,48,432.25,B,1
753,43,325.45,B,1
754,38,31.98,C,0
755,16,240.25,A,0
756,20,496.11,A,1
757,25,493.79,D,1
758,51,13.56,D,0
759,19,165.6,A,0
760,14,218.25,C,0
761,52,352.44,A,1
762,15,211.4,B,0
763,7,223.65,B,0
764,36,53.38,B,0
765,32,349.03,D,1
766,41,39.98,A,0
767,29,190.18,D,0
768,42,134.44,A,0
769,36,406.96,B,1
770,8,299.49,B,0
771,7,218.83,A,0
772,10,197.47,A,0
773,33,263.38,A,0
774,28,133.64,C,0
775,44,450.34,A,1
776,29,247.67,C,0
777,52,10.21,B,0
778,18,287.01,C,0
779,30,283.47,A,1
780,33,492.53,B,1
781,25,230.95,B,0
782,36,396.74,A,1
783,27,425.7,D,1
784,18,426.81,C,1
785,42,145.66,C,0
786,25,160.92,D,0
787,14,251.08,A,0
788,21,412.53,B,1
789,48,223.58,D,0
790,8,45.11,A,0
791,37,228.02,B,0
792,15,470.21,D,1
793,17,25.1,A,0
794,54,357.85,D,1
795,35,414.29,C,1
796,11,171.28,B,0
797,54,29.07,A,0
798,15,147.28,D,0
799,26,400.8,D,1
800,51,212.35,A,0
